File,chunk_id,num_samples,compressed_bytes,bits_per_sample,is_correct,compression_time,decompression_time,compression_speed_mb_sec,decompression_speed_mb_sec,StdDev_Compression_speed,StdDev_Decompression_speed
FAV70669_117da01a_45f6321d_0.csv,15.5,3125960.6875,2682017.15625,6.8646059375,1.0,0.0053789353125,0.00406785125,1108.1781250000001,1464.8775,22.780211904973232,22.06764453864233
KP04_MUG_merged.0_0.csv,7.0,6676199.866666666,5469690.4,6.554652666666667,1.0,0.010198836666666666,0.007735206,1248.6926666666666,1646.0720000000001,14.343270929337574,12.418910810304032
KP13_MUG_merged.0_0.csv,7.5,6263930.9375,5137288.125,6.5568631250000005,1.0,0.009586105,0.00731095875,1245.054375,1631.866875,14.02807896981387,14.64206484470912
LM41_RKI_merged.0_0.csv,9.5,5002558.4,4174625.2,6.6700800000000005,1.0,0.0077076936,0.0059284136500000004,1235.1795,1602.3584999999998,16.747351550241255,34.526057325934055
PAF26161_pass_20b9b35e_374.csv,5.5,8346253.833333333,7212342.083333333,6.9136075,1.0,0.012457008333333333,0.009693578333333333,1278.2266666666667,1642.2366666666667,10.717043633503778,5.923536003763186
PAG51904_pass_2548f8f4_0.csv,7.5,6256076.625,5203245.875,6.6559462499999995,1.0,0.009645545,0.0074386925,1237.33375,1602.211875,11.552566742215083,18.93465402157287
PAO89685_pass__2264ba8c_afee3a87_0.csv,9.0,5291125.578947368,4503037.578947368,6.795080526315789,1.0,0.008203322105263158,0.006116426842105263,1194.8173684210526,1629.1247368421052,134.60612702094565,74.79830355833398
PAU59949_pass_ed4a9f02_3084670d_221.csv,5.5,8334180.333333333,6918762.416666667,6.639929166666666,1.0,0.012023091666666666,0.009205211666666666,1325.2783333333334,1718.7658333333331,19.926293197834386,32.066069991456224
SIRV_from_MNXKXX240359.csv,17.5,2777994.6666666665,2435319.0,7.012380833333333,1.0,0.004829592777777778,0.003582784722222222,1094.937777777778,1478.596111111111,27.46762594256436,24.484877697734518
poregen_rna004_dataset.csv,12.5,3846710.4615384615,3490908.6923076925,7.2597661538461535,1.0,0.006209872307692307,0.004963232692307692,1181.3784615384616,1478.2480769230767,17.14927863026491,13.4453266287527
