File,total_chunks,total_samples,total_compressed_bytes,bits_per_sample,successful_chunk_count,failed_chunk_count,success_rate,any_failed
PAU59949_pass_ed4a9f02_3084670d_222.csv,10233,740012755,606282543,6.554292897289318,10233,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_226.csv,12328,1049243863,888271830,6.772662572151733,12328,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_225.csv,13091,1129715237,960264839,6.800048773707033,13091,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_221.csv,13065,1132182347,945673590,6.6821291994583625,13065,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_223.csv,7953,529002391,452376264,6.841198023999102,7953,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_228.csv,13682,1189119920,994282777,6.689201048789091,13682,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_224.csv,12558,1067053313,909943721,6.822105024475005,12558,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_227.csv,12515,1072180358,903936555,6.744660435198907,12515,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_229.csv,13252,1145931890,958445126,6.691114083577864,13252,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_230.csv,13018,1124581895,941881938,6.700317280139033,13018,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_231.csv,13890,1167400493,968783202,6.638908979799446,13890,0,1.0,0
PAU59949_pass_ed4a9f02_3084670d_232.csv,7612,487610759,414321829,6.797583053330453,7612,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1336.csv,12751,1094808771,926101308,6.767218769386348,12751,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1337.csv,12847,1105486722,934195211,6.76042646127775,12847,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1338.csv,12825,1105363247,934053388,6.76015520172257,12825,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1339.csv,13043,1132502022,957009971,6.760323265895237,13043,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1340.csv,13020,1123802137,948901387,6.754935629740665,13020,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1341.csv,12583,1082894640,913817204,6.75092235381274,12583,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1342.csv,13099,1134515954,957964821,6.755055793600589,13099,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1343.csv,12649,1088301633,918753679,6.7536693956242555,12649,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1344.csv,12910,1114122407,940320031,6.752005166340758,12910,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1345.csv,12736,1097882133,925925515,6.746993959869825,12736,0,1.0,0
PAU59949_pass_f8de02c1_89e75d52_1346.csv,13300,1156520897,976095446,6.751943339939494,13300,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1354.csv,13572,1183419918,1003125949,6.781200375233164,13572,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1355.csv,13282,1153021397,977188240,6.780018081485785,13282,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1356.csv,13891,1214221071,1028164877,6.774152757228836,13891,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1357.csv,13556,1182485282,1001680065,6.776778233084173,13556,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1358.csv,13805,1203508676,1019316309,6.775630815643575,13805,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1359.csv,13821,1208072979,1023519175,6.7778632105304295,13821,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1360.csv,13643,1191207307,1008916673,6.775758792419832,13643,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1361.csv,13708,1195697418,1012704606,6.77565806034048,13708,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1362.csv,13824,1208817215,1022946029,6.769897161002956,13824,0,1.0,0
PAU61426_pass_4ddb6960_908efd09_1363.csv,13860,1211989084,1025829989,6.7712160285430425,13860,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_230.csv,12881,1111329173,927341614,6.675549506158784,12881,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_231.csv,13607,1184279770,988518476,6.677601026656058,13607,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_232.csv,10681,810482395,667194786,6.585656049938012,10681,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_233.csv,9817,750108856,640377089,6.829697677906099,9817,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_234.csv,12434,1048718941,884863050,6.750049153541511,12434,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_235.csv,12795,1096213049,929532767,6.7835920606706805,12795,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_236.csv,13083,1129641443,954607157,6.760425888517973,13083,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_237.csv,13516,1171704553,985026318,6.725424531144585,13516,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_238.csv,13846,1207223573,1011464603,6.702749188281465,13846,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_239.csv,13202,1143563710,955415986,6.683779680276842,13202,0,1.0,0
PAU61426_pass_7a90e897_2c618f15_240.csv,13929,1217000319,1019299589,6.700406388307611,13929,0,1.0,0
