File,total_chunks,total_samples,total_compressed_bytes,bits_per_sample,successful_chunk_count,failed_chunk_count,success_rate,any_failed
PAF26161_pass_20b9b35e_374.csv,11395,943186271,839633285,7.121675205130292,11395,0,1.0,0
PAF26161_pass_20b9b35e_381.csv,9855,780426624,696339776,7.138042240855176,9855,0,1.0,0
PAF26161_pass_20b9b35e_379.csv,10837,882018606,785487732,7.124454986837319,10837,0,1.0,0
PAF26161_pass_20b9b35e_378.csv,10407,836737424,745666324,7.129274275175721,10407,0,1.0,0
PAF26161_pass_20b9b35e_376.csv,9961,793461707,706370540,7.1219118328542095,9961,0,1.0,0
PAF26161_pass_20b9b35e_377.csv,9593,757377895,675082757,7.1307363096463225,9593,0,1.0,0
PAF26161_pass_20b9b35e_380.csv,9148,708661899,632234651,7.137221875674736,9148,0,1.0,0
PAF26161_pass_20b9b35e_375.csv,11457,948630355,844147050,7.118870236869028,11457,0,1.0,0
PAF26161_pass_20b9b35e_382.csv,17281,1551892140,1378193548,7.104584203899634,17281,0,1.0,0
PAF26161_pass_20b9b35e_383.csv,16802,1501612873,1335299257,7.113946775548188,16802,0,1.0,0
PAF26161_pass_20b9b35e_384.csv,10189,815009236,723866415,7.105356680890424,10189,0,1.0,0
PAF26161_pass_20b9b35e_385.csv,7927,581325792,517696309,7.124353553540594,7927,0,1.0,0
PAF26161_pass_20b9b35e_386.csv,10367,832857470,743536705,7.142030724656885,10367,0,1.0,0
PAF26161_pass_20b9b35e_387.csv,10959,892770816,795688906,7.130061975502568,10959,0,1.0,0
PAF26161_pass_20b9b35e_388.csv,8872,681080264,606661891,7.125878379585522,8872,0,1.0,0
PAF26161_pass_20b9b35e_389.csv,11693,971062423,864770141,7.124321736832361,11693,0,1.0,0
PAF26161_pass_20b9b35e_390.csv,11230,923610348,822850021,7.127248175872538,11230,0,1.0,0
PAF26161_pass_20b9b35e_391.csv,11221,924169514,821945432,7.115105352847638,11221,0,1.0,0
PAF26161_pass_20b9b35e_392.csv,10710,869469676,773999056,7.121573781027413,10710,0,1.0,0
PAF26161_pass_20b9b35e_393.csv,12367,1037119720,921934428,7.111498587646178,12367,0,1.0,0
PAF26161_pass_20b9b35e_394.csv,16370,1455098801,1292529822,7.106210635933305,16370,0,1.0,0
PAF26161_pass_20b9b35e_396.csv,7270,501504307,446958049,7.129877734031106,7270,0,1.0,0
PAF26161_pass_20b9b35e_395.csv,11408,939841778,837600156,7.129712048191158,11408,0,1.0,0
PAF26161_pass_20b9b35e_397.csv,7950,575788016,512898869,7.1262180489703,7950,0,1.0,0
PAF26161_pass_20b9b35e_398.csv,10532,848588227,753933334,7.107648303492195,10532,0,1.0,0
PAF26223_pass_89206861_408.csv,9899,781112215,695073727,7.118810472065143,9899,0,1.0,0
PAF26223_pass_89206861_409.csv,10365,831089083,740007794,7.123258472641975,10365,0,1.0,0
PAF26223_pass_89206861_410.csv,11349,935512722,831831511,7.113374229452756,11349,0,1.0,0
PAF26223_pass_89206861_411.csv,13011,1109215526,985612982,7.1085408301434105,13011,0,1.0,0
PAF26223_pass_89206861_412.csv,10317,827659598,736314342,7.117074157339743,10317,0,1.0,0
PAF26223_pass_89206861_413.csv,10364,835140123,742713131,7.114620510215865,10364,0,1.0,0
PAF26223_pass_89206861_414.csv,10436,840574636,747500015,7.114181018424163,10436,0,1.0,0
PAF26223_pass_89206861_415.csv,12689,1074624613,954320843,7.104403390395824,12689,0,1.0,0
PAF26223_pass_89206861_416.csv,11947,998071064,888237971,7.119637092294262,11947,0,1.0,0
PAF26223_pass_89206861_417.csv,11414,941822601,838724913,7.124270851937221,11414,0,1.0,0
PAF26223_pass_89206861_418.csv,10230,815126593,725821963,7.1235262766111225,10230,0,1.0,0
PAF26223_pass_89206861_419.csv,10926,894071130,795750425,7.120242658992915,10926,0,1.0,0
PAF26223_pass_89206861_420.csv,16534,1475707427,1310521664,7.104506706531605,16534,0,1.0,0
PAF26223_pass_89206861_421.csv,10434,836211791,745461910,7.131800034615871,10434,0,1.0,0
PAF26223_pass_89206861_422.csv,9013,705044609,621418707,7.051113635279211,9013,0,1.0,0
PAF26223_pass_89206861_423.csv,7752,561138009,498823099,7.111592385466086,7752,0,1.0,0
PAF26223_pass_89206861_424.csv,10338,832782210,739800467,7.106784540942583,10338,0,1.0,0
PAF26223_pass_89206861_425.csv,11120,917771592,813448247,7.090637837044754,11120,0,1.0,0
PAF26223_pass_89206861_426.csv,10601,857310153,762197804,7.1124579717884195,10601,0,1.0,0
PAF26223_pass_89206861_427.csv,10366,832594420,740133885,7.111591115395657,10366,0,1.0,0
PAF26223_pass_89206861_428.csv,11094,907430205,806344612,7.108818794498911,11094,0,1.0,0
PAF26223_pass_89206861_429.csv,10368,833480483,740920888,7.111584764007006,10368,0,1.0,0
PAF26223_pass_89206861_430.csv,11723,975692285,868455626,7.120733775198397,11723,0,1.0,0
PAF26223_pass_89206861_431.csv,11599,958529870,853042346,7.119589051512813,11599,0,1.0,0
PAF26223_pass_89206861_432.csv,10227,824480281,733936936,7.121450474083564,10227,0,1.0,0
PAF26223_pass_89206861_433.csv,11098,908709743,807242574,7.1067143735906875,11098,0,1.0,0
