File,total_chunks,total_samples,total_compressed_bytes,bits_per_sample,successful_chunk_count,failed_chunk_count,success_rate,any_failed
FAV70669_117da01a_45f6321d_10.csv,6473,385871646,344899433,7.150552502631925,6473,0,1.0,0
FAV70669_117da01a_45f6321d_11.csv,5332,266953106,239176658,7.167600679648957,5332,0,1.0,0
FAV70669_117da01a_45f6321d_13.csv,5342,271741940,243986072,7.18287569449162,5342,0,1.0,0
FAV70669_117da01a_45f6321d_14.csv,6309,374039070,334256445,7.149123646361328,6309,0,1.0,0
FAV70669_117da01a_45f6321d_12.csv,5360,268910437,241346531,7.1799825605132614,5360,0,1.0,0
FAV70669_117da01a_45f6321d_0.csv,4175,132259923,116479298,7.045478047042263,4175,0,1.0,0
FAV70669_117da01a_45f6321d_1.csv,5250,251473755,226096905,7.192699850527146,5250,0,1.0,0
FAV70669_117da01a_45f6321d_15.csv,5306,261041220,234149475,7.175862110972359,5306,0,1.0,0
FAV70669_117da01a_45f6321d_16.csv,5233,256800383,230331058,7.175411665955343,5233,0,1.0,0
FAV70669_117da01a_45f6321d_17.csv,6235,363798105,324239349,7.130094292272358,6235,0,1.0,0
FAV70669_117da01a_45f6321d_18.csv,6223,363989779,325482933,7.153671927694432,6223,0,1.0,0
FAV70669_117da01a_45f6321d_19.csv,7225,466084948,414475622,7.114164467718447,7225,0,1.0,0
FAV70669_117da01a_45f6321d_2.csv,5297,256947956,231165696,7.197276821303066,5297,0,1.0,0
FAV70669_117da01a_45f6321d_20.csv,5268,260535171,233635161,7.174007566141617,5268,0,1.0,0
FAV70669_117da01a_45f6321d_21.csv,6290,368391314,329260283,7.150229019786281,6290,0,1.0,0
FAV70669_117da01a_45f6321d_22.csv,6506,390496366,348411469,7.13781739008552,6506,0,1.0,0
FAV70669_117da01a_45f6321d_23.csv,6318,371925287,331272772,7.125576745202593,6318,0,1.0,0
FAV70669_117da01a_45f6321d_24.csv,5235,259098782,231763806,7.155998317274992,5235,0,1.0,0
FAV70669_117da01a_45f6321d_25.csv,6315,372450861,332902809,7.150533804243239,6315,0,1.0,0
FAV70669_117da01a_45f6321d_3.csv,5195,244163959,219563333,7.193963725006605,5195,0,1.0,0
FAV70669_117da01a_45f6321d_4.csv,6222,354363251,317291369,7.16307615091837,6222,0,1.0,0
FAV70669_117da01a_45f6321d_5.csv,5258,257176413,231336391,7.196193097226222,5258,0,1.0,0
FAV70669_117da01a_45f6321d_6.csv,5215,249566377,224253650,7.188585343770087,5215,0,1.0,0
FAV70669_117da01a_45f6321d_7.csv,5314,262102694,235628793,7.191953334138565,5314,0,1.0,0
FAV70669_117da01a_45f6321d_8.csv,5377,269694208,242584314,7.195833111847919,5377,0,1.0,0
FAV70669_117da01a_45f6321d_9.csv,5304,258332790,231955873,7.183164723301289,5304,0,1.0,0
FAV70669_21a7679e_78e60ec7_0.csv,5296,302422235,269080512,7.118008687423397,5296,0,1.0,0
FAV70669_21a7679e_78e60ec7_1.csv,6061,377679792,337691967,7.152979304754542,6061,0,1.0,0
FAV70669_21a7679e_78e60ec7_10.csv,7922,570203676,500479914,7.021770431378278,7922,0,1.0,0
FAV70669_21a7679e_78e60ec7_11.csv,6164,388077778,344907727,7.1100742490851925,6164,0,1.0,0
FAV70669_21a7679e_78e60ec7_12.csv,7998,583148580,511702163,7.019852991839575,7998,0,1.0,0
FAV70669_21a7679e_78e60ec7_13.csv,5509,314374452,281754532,7.169909137527498,5509,0,1.0,0
FAV70669_21a7679e_78e60ec7_14.csv,6089,376530728,338993627,7.2024640071341,6089,0,1.0,0
FAV70669_21a7679e_78e60ec7_15.csv,6895,459819063,409725472,7.128464302055263,6895,0,1.0,0
FAV70669_21a7679e_78e60ec7_16.csv,6104,377776645,338792784,7.174456938702497,6104,0,1.0,0
FAV70669_21a7679e_78e60ec7_17.csv,6873,460626872,410033070,7.121305245951869,6873,0,1.0,0
FAV70669_21a7679e_78e60ec7_18.csv,6090,378682650,339091344,7.163599261809328,6090,0,1.0,0
FAV70669_21a7679e_78e60ec7_2.csv,7057,479577480,425301984,7.0946114317127655,7057,0,1.0,0
FAV70669_21a7679e_78e60ec7_3.csv,6154,386315670,345383393,7.152355854475176,6154,0,1.0,0
