File,chunk_id,num_samples,compressed_bytes,bits_per_sample,is_correct,compression_time,decompression_time,compression_speed_mb_sec,decompression_speed_mb_sec,StdDev_Compression_speed,StdDev_Decompression_speed
FAV70669_117da01a_45f6321d_0.csv,15.5,3125960.6875,2753084.5625,7.046501875,1.0,0.0072798671875,0.0051510184375,818.84246875,1157.2190625,15.019900581657092,8.466145620847037
KP04_MUG_merged.0_0.csv,7.0,6676199.866666666,5561497.0,6.664670666666667,1.0,0.01393412,0.009635068,915.3187333333334,1321.518,37.24075052655294,16.851849919646398
KP13_MUG_merged.0_0.csv,7.5,6263930.9375,5223501.0625,6.6664787500000005,1.0,0.01293629,0.00908355125,923.0254375,1315.46,15.433782651351757,11.745918440036984
LM41_RKI_merged.0_0.csv,9.5,5002558.4,4256220.05,6.7998705,1.0,0.0106955844,0.007556147250000001,892.0269000000001,1263.4565,11.755063866937922,11.838543773801343
PAF26161_pass_20b9b35e_374.csv,5.5,8346253.833333333,7423890.916666667,7.116419166666667,1.0,0.017889258333333335,0.013147583333333332,890.2336666666666,1213.0558333333333,12.820515798256077,48.626187381311595
PAG51904_pass_2548f8f4_0.csv,7.5,6256076.625,5294987.6875,6.77293,1.0,0.01329534875,0.009367669375,898.8584999999999,1273.675625,23.4195833865592,11.44936037150837
PAO89685_pass__2264ba8c_afee3a87_0.csv,9.0,5291125.578947368,4605619.315789473,6.9443363157894735,1.0,0.01154419105263158,0.008255881578947369,855.126,1207.4857894736842,66.66699956333551,46.68290887773115
PAU59949_pass_ed4a9f02_3084670d_221.csv,5.5,8334180.333333333,7057571.583333333,6.773224166666666,1.0,0.016932715833333334,0.012423520833333333,936.8829999999999,1282.1083333333333,15.898276990690755,41.4821054154315
SIRV_from_MNXKXX240359.csv,17.5,2777994.6666666665,2456558.5833333335,7.073347222222222,1.0,0.006156800555555555,0.004176004166666667,860.5973888888889,1268.6094444444445,25.014899330802,7.253850581171932
poregen_rna004_dataset.csv,12.5,3846710.4615384615,3550924.769230769,7.384464615384616,1.0,0.00835414,0.005901182307692308,878.2343076923078,1243.4603846153846,15.188570870939047,16.329058143265776
